TOWNID,oldpeopletotal
"('10804', '10013280')",0
"('10804', '10013290')",0
"('10804', '10013300')",0
"('10804', '10013310')",0
"('10804', '10013320')",0
"('10804', '10013330')",0
"('10804', '10014010')",0
"('10804', '10014020')",0
"('10804', '10014030')",0
"('10804', '10014040')",0
"('10804', '10014100')",0
"('10804', '10014090')",0
"('10804', '10014070')",0
"('10804', '10014080')",0
"('10804', '10014050')",0
"('10804', '10014060')",0
"('10804', '10014110')",0
"('10804', '10014130')",0
"('10804', '10014120')",0
"('10804', '10014150')",0
"('10804', '10014140')",0
"('10804', '10014160')",0
"('10804', '10015010')",0
"('10804', '10015020')",0
"('10804', '10015030')",0
"('10804', '10015040')",0
"('10804', '10015050')",0
"('10804', '10015060')",0
"('10804', '10015070')",0
"('10804', '10015080')",0
"('10804', '10015090')",0
"('10804', '10015100')",0
"('10804', '10015110')",0
"('10804', '10015120')",0
"('10804', '10015130')",0
"('10804', '10016010')",0
"('10804', '10016020')",0
"('10804', '10016030')",0
"('10804', '10016040')",0
"('10804', '10016050')",0
"('10804', '10016060')",0
"('10804', '10017010')",0
"('10804', '10017020')",0
"('10804', '10017030')",0
"('10804', '10017040')",0
"('10804', '10017050')",0
"('10804', '10017060')",0
"('10804', '10017070')",0
"('10804', '10018010')",0
"('10804', '10018020')",0
"('10804', '10018030')",0
"('10804', '10020010')",0
"('10804', '10020020')",0
"('10804', '09020010')",0
"('10804', '09020030')",0
"('10804', '09020020')",0
"('10804', '09020040')",0
"('10804', '09020050')",0
"('10804', '09020060')",0
"('10804', '09007010')",0
"('10804', '09007020')",0
"('10804', '09007030')",0
"('10804', '09007040')",0
"('10805', '65000010')",0
"('10805', '65000020')",0
"('10805', '65000030')",0
"('10805', '65000040')",0
"('10805', '65000050')",0
"('10805', '65000060')",0
"('10805', '65000070')",0
"('10805', '65000080')",0
"('10805', '65000090')",0
"('10805', '65000100')",0
"('10805', '65000110')",0
"('10805', '65000120')",0
"('10805', '65000130')",0
"('10805', '65000140')",0
"('10805', '65000150')",0
"('10805', '65000160')",0
"('10805', '65000170')",0
"('10805', '65000180')",0
"('10805', '65000190')",0
"('10805', '65000200')",0
"('10805', '65000210')",0
"('10805', '65000220')",0
"('10805', '65000230')",0
"('10805', '65000240')",0
"('10805', '65000250')",0
"('10805', '65000260')",0
"('10805', '65000270')",0
"('10805', '65000280')",0
"('10805', '65000290')",0
"('10805', '63000010')",0
"('10805', '63000020')",0
"('10805', '63000030')",0
"('10805', '63000040')",0
"('10805', '63000050')",0
"('10805', '63000060')",0
"('10805', '63000070')",0
"('10805', '63000080')",0
"('10805', '63000090')",0
"('10805', '63000100')",0
"('10805', '63000110')",0
"('10805', '63000120')",0
"('10805', '68000010')",0
"('10805', '68000020')",0
"('10805', '68000030')",0
"('10805', '68000040')",0
"('10805', '68000050')",0
"('10805', '68000060')",0
"('10805', '68000070')",0
"('10805', '68000080')",0
"('10805', '68000090')",0
"('10805', '68000100')",0
"('10805', '68000110')",0
"('10805', '68000120')",0
"('10805', '68000130')",0
"('10805', '66000010')",0
"('10805', '66000020')",0
"('10805', '66000030')",0
"('10805', '66000040')",0
"('10805', '66000050')",0
"('10805', '66000060')",0
"('10805', '66000070')",0
"('10805', '66000080')",0
"('10805', '66000090')",0
"('10805', '66000100')",0
"('10805', '66000110')",0
"('10805', '66000120')",0
"('10805', '66000130')",0
"('10805', '66000140')",0
"('10805', '66000150')",0
"('10805', '66000160')",0
"('10805', '66000170')",0
"('10805', '66000180')",0
"('10805', '66000190')",0
"('10805', '66000200')",0
"('10805', '66000210')",0
"('10805', '66000220')",0
"('10805', '66000230')",0
"('10805', '66000240')",0
"('10805', '66000250')",0
"('10805', '66000260')",0
"('10805', '66000270')",0
"('10805', '66000280')",0
"('10805', '66000290')",0
"('10805', '67000010')",0
"('10805', '67000020')",0
"('10805', '67000030')",0
"('10805', '67000040')",0
"('10805', '67000050')",0
"('10805', '67000060')",0
"('10805', '67000070')",0
"('10805', '67000080')",0
"('10805', '67000090')",0
"('10805', '67000100')",0
"('10805', '67000110')",0
"('10805', '67000120')",0
"('10805', '67000130')",0
"('10805', '67000140')",0
"('10805', '67000150')",0
"('10805', '67000160')",0
"('10805', '67000170')",0
"('10805', '67000180')",0
"('10805', '67000190')",0
"('10805', '67000200')",0
"('10805', '67000210')",0
"('10805', '67000220')",0
"('10805', '67000230')",0
"('10805', '67000240')",0
"('10805', '67000250')",0
"('10805', '67000260')",0
"('10805', '67000270')",0
"('10805', '67000280')",0
"('10805', '67000290')",0
"('10805', '67000300')",0
"('10805', '67000310')",0
"('10805', '67000320')",0
"('10805', '67000330')",0
"('10805', '67000340')",0
"('10805', '67000350')",0
"('10805', '67000360')",0
"('10805', '67000370')",0
"('10805', '64000010')",0
"('10805', '64000020')",0
"('10805', '64000030')",0
"('10805', '64000040')",0
"('10805', '64000051')",0
"('10805', '64000052')",0
"('10805', '64000060')",0
"('10805', '64000070')",0
"('10805', '64000080')",0
"('10805', '64000090')",0
"('10805', '64000100')",0
"('10805', '64000110')",0
"('10805', '64000121')",0
"('10805', '64000122')",0
"('10805', '64000130')",0
"('10805', '64000140')",0
"('10805', '64000150')",0
"('10805', '64000160')",0
"('10805', '64000170')",0
"('10805', '64000180')",0
"('10805', '64000190')",0
"('10805', '64000200')",0
"('10805', '64000210')",0
"('10805', '64000220')",0
"('10805', '64000230')",0
"('10805', '64000240')",0
"('10805', '64000250')",0
"('10805', '64000260')",0
"('10805', '64000270')",0
"('10805', '64000280')",0
"('10805', '64000290')",0
"('10805', '64000300')",0
"('10805', '64000310')",0
"('10805', '64000320')",0
"('10805', '64000330')",0
"('10805', '64000340')",0
"('10805', '64000350')",0
"('10805', '64000360')",0
"('10805', '64000370')",0
"('10805', '64000380')",0
"('10805', '10002010')",0
"('10805', '10002020')",0
"('10805', '10002030')",0
"('10805', '10002040')",0
"('10805', '10002050')",0
"('10805', '10002060')",0
"('10805', '10002070')",0
"('10805', '10002080')",0
"('10805', '10002090')",0
"('10805', '10002100')",0
"('10805', '10002110')",0
"('10805', '10002120')",0
"('10805', '10004010')",0
"('10805', '10004040')",0
"('10805', '10004030')",0
"('10805', '10004020')",0
"('10805', '10004050')",0
"('10805', '10004080')",0
"('10805', '10004060')",0
"('10805', '10004070')",0
"('10805', '10004100')",0
"('10805', '10004090')",0
"('10805', '10004110')",0
"('10805', '10004120')",0
"('10805', '10004130')",0
"('10805', '10005010')",0
"('10805', '10005050')",0
"('10805', '10005020')",0
"('10805', '10005030')",0
"('10805', '10005040')",0
"('10805', '10005060')",0
"('10805', '10005070')",0
"('10805', '10005080')",0
"('10805', '10005090')",0
"('10805', '10005100')",0
"('10805', '10005110')",0
"('10805', '10005120')",0
"('10805', '10005130')",0
"('10805', '10005140')",0
"('10805', '10005150')",0
"('10805', '10005160')",0
"('10805', '10005170')",0
"('10805', '10005180')",0
"('10805', '10007010')",0
"('10805', '10007100')",0
"('10805', '10007020')",0
"('10805', '10007030')",0
"('10805', '10007190')",0
"('10805', '10007110')",0
"('10805', '10007120')",0
"('10805', '10007200')",0
"('10805', '10007040')",0
"('10805', '10007050')",0
"('10805', '10007060')",0
"('10805', '10007070')",0
"('10805', '10007080')",0
"('10805', '10007090')",0
"('10805', '10007130')",0
"('10805', '10007140')",0
"('10805', '10007150')",0
"('10805', '10007160')",0
"('10805', '10007170')",0
"('10805', '10007180')",0
"('10805', '10007210')",0
"('10805', '10007220')",0
"('10805', '10007230')",0
"('10805', '10007240')",0
"('10805', '10007250')",0
"('10805', '10007260')",0
"('10805', '10008010')",0
"('10805', '10008020')",0
"('10805', '10008030')",0
"('10805', '10008040')",0
"('10805', '10008050')",0
"('10805', '10008060')",0
"('10805', '10008070')",0
"('10805', '10008080')",0
"('10805', '10008090')",0
"('10805', '10008100')",0
"('10805', '10008110')",0
"('10805', '10008120')",0
"('10805', '10008130')",0
"('10805', '10009010')",0
"('10805', '10009020')",0
"('10805', '10009030')",0
"('10805', '10009040')",0
"('10805', '10009050')",0
"('10805', '10009060')",0
"('10805', '10009070')",0
"('10805', '10009080')",0
"('10805', '10009090')",0
"('10805', '10009100')",0
"('10805', '10009110')",0
"('10805', '10009120')",0
"('10805', '10009130')",0
"('10805', '10009140')",0
"('10805', '10009150')",0
"('10805', '10009160')",0
"('10805', '10009170')",0
"('10805', '10009180')",0
"('10805', '10009190')",0
"('10805', '10009200')",0
"('10805', '10010010')",0
"('10805', '10010020')",0
"('10805', '10010030')",0
"('10805', '10010040')",0
"('10805', '10010050')",0
"('10805', '10010060')",0
"('10805', '10010070')",0
"('10805', '10010080')",0
"('10805', '10010090')",0
"('10805', '10010100')",0
"('10805', '10010110')",0
"('10805', '10010120')",0
"('10805', '10010130')",0
"('10805', '10010140')",0
"('10805', '10010150')",0
"('10805', '10010160')",0
"('10805', '10010170')",0
"('10805', '10010180')",0
"('10805', '10013010')",0
"('10805', '10013020')",0
"('10805', '10013030')",0
"('10805', '10013040')",0
"('10805', '10013050')",0
"('10805', '10013060')",0
"('10805', '10013070')",0
"('10805', '10013080')",0
"('10805', '10013090')",0
"('10805', '10013100')",0
"('10805', '10013110')",0
"('10805', '10013120')",0
"('10805', '10013130')",0
"('10805', '10013140')",0
"('10805', '10013150')",0
"('10805', '10013160')",0
"('10805', '10013170')",0
"('10805', '10013180')",0
"('10805', '10013190')",0
"('10805', '10013200')",0
"('10805', '10013210')",0
"('10805', '10013220')",0
"('10805', '10013230')",0
"('10805', '10013240')",0
"('10805', '10013250')",0
"('10805', '10013260')",0
"('10805', '10013270')",0
"('10805', '10013280')",0
"('10805', '10013290')",0
"('10805', '10013300')",0
"('10805', '10013310')",0
"('10805', '10013320')",0
"('10805', '10013330')",0
"('10805', '10014010')",0
"('10805', '10014020')",0
"('10805', '10014030')",0
"('10805', '10014040')",0
"('10805', '10014100')",0
"('10805', '10014090')",0
"('10805', '10014070')",0
"('10805', '10014080')",0
"('10805', '10014050')",0
"('10805', '10014060')",0
"('10805', '10014110')",0
"('10805', '10014130')",0
"('10805', '10014120')",0
"('10805', '10014150')",0
"('10805', '10014140')",0
"('10805', '10014160')",0
"('10805', '10015010')",0
"('10805', '10015020')",0
"('10805', '10015030')",0
"('10805', '10015040')",0
"('10805', '10015050')",0
"('10805', '10015060')",0
"('10805', '10015070')",0
"('10805', '10015080')",0
"('10805', '10015090')",0
"('10805', '10015100')",0
"('10805', '10015110')",0
"('10805', '10015120')",0
"('10805', '10015130')",0
"('10805', '10016010')",0
"('10805', '10016020')",0
"('10805', '10016030')",0
"('10805', '10016040')",0
"('10805', '10016050')",0
"('10805', '10016060')",0
"('10805', '10017010')",0
"('10805', '10017020')",0
"('10805', '10017030')",0
"('10805', '10017040')",0
"('10805', '10017050')",0
"('10805', '10017060')",0
"('10805', '10017070')",0
"('10805', '10018010')",0
"('10805', '10018020')",0
"('10805', '10018030')",0
"('10805', '10020010')",0
"('10805', '10020020')",0
"('10805', '09020010')",0
"('10805', '09020030')",0
"('10805', '09020020')",0
"('10805', '09020040')",0
"('10805', '09020050')",0
"('10805', '09020060')",0
"('10805', '09007010')",0
"('10805', '09007020')",0
"('10805', '09007030')",0
"('10805', '09007040')",0
"('10806', '65000010')",0
"('10806', '65000020')",0
"('10806', '65000030')",0
"('10806', '65000040')",0
"('10806', '65000050')",0
"('10806', '65000060')",0
"('10806', '65000070')",0
"('10806', '65000080')",0
"('10806', '65000090')",0
"('10806', '65000100')",0
"('10806', '65000110')",0
"('10806', '65000120')",0
"('10806', '65000130')",0
"('10806', '65000140')",0
"('10806', '65000150')",0
"('10806', '65000160')",0
"('10806', '65000170')",0
"('10806', '65000180')",0
"('10806', '65000190')",0
"('10806', '65000200')",0
"('10806', '65000210')",0
"('10806', '65000220')",0
"('10806', '65000230')",0
"('10806', '65000240')",0
"('10806', '65000250')",0
"('10806', '65000260')",0
"('10806', '65000270')",0
"('10806', '65000280')",0
"('10806', '65000290')",0
"('10806', '63000010')",0
"('10806', '63000020')",0
"('10806', '63000030')",0
"('10806', '63000040')",0
"('10806', '63000050')",0
"('10806', '63000060')",0
"('10806', '63000070')",0
"('10806', '63000080')",0
"('10806', '63000090')",0
"('10806', '63000100')",0
"('10806', '63000110')",0
"('10806', '63000120')",0
"('10806', '68000010')",0
"('10806', '68000020')",0
"('10806', '68000030')",0
"('10806', '68000040')",0
"('10806', '68000050')",0
"('10806', '68000060')",0
"('10806', '68000070')",0
"('10806', '68000080')",0
"('10806', '68000090')",0
"('10806', '68000100')",0
"('10806', '68000110')",0
"('10806', '68000120')",0
"('10806', '68000130')",0
"('10806', '66000010')",0
"('10806', '66000020')",0
"('10806', '66000030')",0
"('10806', '66000040')",0
"('10806', '66000050')",0
"('10806', '66000060')",0
"('10806', '66000070')",0
"('10806', '66000080')",0
"('10806', '66000090')",0
"('10806', '66000100')",0
"('10806', '66000110')",0
"('10806', '66000120')",0
"('10806', '66000130')",0
"('10806', '66000140')",0
"('10806', '66000150')",0
"('10806', '66000160')",0
"('10806', '66000170')",0
"('10806', '66000180')",0
"('10806', '66000190')",0
"('10806', '66000200')",0
"('10806', '66000210')",0
"('10806', '66000220')",0
"('10806', '66000230')",0
"('10806', '66000240')",0
"('10806', '66000250')",0
"('10806', '66000260')",0
"('10806', '66000270')",0
"('10806', '66000280')",0
"('10806', '66000290')",0
"('10806', '67000010')",0
"('10806', '67000020')",0
"('10806', '67000030')",0
"('10806', '67000040')",0
"('10806', '67000050')",0
"('10806', '67000060')",0
"('10806', '67000070')",0
"('10806', '67000080')",0
"('10806', '67000090')",0
"('10806', '67000100')",0
"('10806', '67000110')",0
"('10806', '67000120')",0
"('10806', '67000130')",0
"('10806', '67000140')",0
"('10806', '67000150')",0
"('10806', '67000160')",0
"('10806', '67000170')",0
"('10806', '67000180')",0
"('10806', '67000190')",0
"('10806', '67000200')",0
"('10806', '67000210')",0
"('10806', '67000220')",0
"('10806', '67000230')",0
"('10806', '67000240')",0
"('10806', '67000250')",0
"('10806', '67000260')",0
"('10806', '67000270')",0
"('10806', '67000280')",0
"('10806', '67000290')",0
"('10806', '67000300')",0
"('10806', '67000310')",0
"('10806', '67000320')",0
"('10806', '67000330')",0
"('10806', '67000340')",0
"('10806', '67000350')",0
"('10806', '67000360')",0
"('10806', '67000370')",0
"('10806', '64000010')",0
"('10806', '64000020')",0
"('10806', '64000030')",0
"('10806', '64000040')",0
"('10806', '64000051')",0
"('10806', '64000052')",0
"('10806', '64000060')",0
"('10806', '64000070')",0
"('10806', '64000080')",0
"('10806', '64000090')",0
"('10806', '64000100')",0
"('10806', '64000110')",0
"('10806', '64000121')",0
"('10806', '64000122')",0
"('10806', '64000130')",0
"('10806', '64000140')",0
"('10806', '64000150')",0
"('10806', '64000160')",0
"('10806', '64000170')",0
"('10806', '64000180')",0
"('10806', '64000190')",0
"('10806', '64000200')",0
"('10806', '64000210')",0
"('10806', '64000220')",0
"('10806', '64000230')",0
"('10806', '64000240')",0
"('10806', '64000250')",0
"('10806', '64000260')",0
"('10806', '64000270')",0
"('10806', '64000280')",0
"('10806', '64000290')",0
"('10806', '64000300')",0
"('10806', '64000310')",0
"('10806', '64000320')",0
"('10806', '64000330')",0
"('10806', '64000340')",0
"('10806', '64000350')",0
"('10806', '64000360')",0
"('10806', '64000370')",0
"('10806', '64000380')",0
"('10806', '10002010')",0
"('10806', '10002020')",0
"('10806', '10002030')",0
"('10806', '10002040')",0
"('10806', '10002050')",0
"('10806', '10002060')",0
"('10806', '10002070')",0
"('10806', '10002080')",0
"('10806', '10002090')",0
"('10806', '10002100')",0
"('10806', '10002110')",0
"('10806', '10002120')",0
"('10806', '10004010')",0
"('10806', '10004040')",0
"('10806', '10004030')",0
"('10806', '10004020')",0
"('10806', '10004050')",0
"('10806', '10004080')",0
"('10806', '10004060')",0
"('10806', '10004070')",0
"('10806', '10004100')",0
"('10806', '10004090')",0
"('10806', '10004110')",0
"('10806', '10004120')",0
"('10806', '10004130')",0
"('10806', '10005010')",0
"('10806', '10005050')",0
"('10806', '10005020')",0
"('10806', '10005030')",0
"('10806', '10005040')",0
"('10806', '10005060')",0
"('10806', '10005070')",0
"('10806', '10005080')",0
"('10806', '10005090')",0
"('10806', '10005100')",0
"('10806', '10005110')",0
"('10806', '10005120')",0
"('10806', '10005130')",0
"('10806', '10005140')",0
"('10806', '10005150')",0
"('10806', '10005160')",0
"('10806', '10005170')",0
"('10806', '10005180')",0
"('10806', '10007010')",0
"('10806', '10007100')",0
"('10806', '10007020')",0
"('10806', '10007030')",0
"('10806', '10007190')",0
"('10806', '10007110')",0
"('10806', '10007120')",0
"('10806', '10007200')",0
"('10806', '10007040')",0
"('10806', '10007050')",0
"('10806', '10007060')",0
"('10806', '10007070')",0
"('10806', '10007080')",0
"('10806', '10007090')",0
"('10806', '10007130')",0
"('10806', '10007140')",0
"('10806', '10007150')",0
"('10806', '10007160')",0
"('10806', '10007170')",0
"('10806', '10007180')",0
"('10806', '10007210')",0
"('10806', '10007220')",0
"('10806', '10007230')",0
"('10806', '10007240')",0
"('10806', '10007250')",0
"('10806', '10007260')",0
"('10806', '10008010')",0
"('10806', '10008020')",0
"('10806', '10008030')",0
"('10806', '10008040')",0
"('10806', '10008050')",0
"('10806', '10008060')",0
"('10806', '10008070')",0
"('10806', '10008080')",0
"('10806', '10008090')",0
"('10806', '10008100')",0
"('10806', '10008110')",0
"('10806', '10008120')",0
"('10806', '10008130')",0
"('10806', '10009010')",0
"('10806', '10009020')",0
"('10806', '10009030')",0
"('10806', '10009040')",0
"('10806', '10009050')",0
"('10806', '10009060')",0
"('10806', '10009070')",0
"('10806', '10009080')",0
"('10806', '10009090')",0
"('10806', '10009100')",0
"('10806', '10009110')",0
"('10806', '10009120')",0
"('10806', '10009130')",0
"('10806', '10009140')",0
"('10806', '10009150')",0
"('10806', '10009160')",0
"('10806', '10009170')",0
"('10806', '10009180')",0
"('10806', '10009190')",0
"('10806', '10009200')",0
"('10806', '10010010')",0
"('10806', '10010020')",0
"('10806', '10010030')",0
"('10806', '10010040')",0
"('10806', '10010050')",0
"('10806', '10010060')",0
"('10806', '10010070')",0
"('10806', '10010080')",0
"('10806', '10010090')",0
"('10806', '10010100')",0
"('10806', '10010110')",0
"('10806', '10010120')",0
"('10806', '10010130')",0
"('10806', '10010140')",0
"('10806', '10010150')",0
"('10806', '10010160')",0
"('10806', '10010170')",0
"('10806', '10010180')",0
"('10806', '10013010')",0
"('10806', '10013020')",0
"('10806', '10013030')",0
"('10806', '10013040')",0
"('10806', '10013050')",0
"('10806', '10013060')",0
"('10806', '10013070')",0
"('10806', '10013080')",0
"('10806', '10013090')",0
"('10806', '10013100')",0
"('10806', '10013110')",0
"('10806', '10013120')",0
"('10806', '10013130')",0
"('10806', '10013140')",0
"('10806', '10013150')",0
"('10806', '10013160')",0
"('10806', '10013170')",0
"('10806', '10013180')",0
"('10806', '10013190')",0
"('10806', '10013200')",0
"('10806', '10013210')",0
"('10806', '10013220')",0
"('10806', '10013230')",0
"('10806', '10013240')",0
"('10806', '10013250')",0
"('10806', '10013260')",0
"('10806', '10013270')",0
"('10806', '10013280')",0
"('10806', '10013290')",0
"('10806', '10013300')",0
"('10806', '10013310')",0
"('10806', '10013320')",0
"('10806', '10013330')",0
"('10806', '10014010')",0
"('10806', '10014020')",0
"('10806', '10014030')",0
"('10806', '10014040')",0
"('10806', '10014100')",0
"('10806', '10014090')",0
"('10806', '10014070')",0
"('10806', '10014080')",0
"('10806', '10014050')",0
"('10806', '10014060')",0
"('10806', '10014110')",0
"('10806', '10014130')",0
"('10806', '10014120')",0
"('10806', '10014150')",0
"('10806', '10014140')",0
"('10806', '10014160')",0
"('10806', '10015010')",0
"('10806', '10015020')",0
"('10806', '10015030')",0
"('10806', '10015040')",0
"('10806', '10015050')",0
"('10806', '10015060')",0
"('10806', '10015070')",0
"('10806', '10015080')",0
"('10806', '10015090')",0
"('10806', '10015100')",0
"('10806', '10015110')",0
"('10806', '10015120')",0
"('10806', '10015130')",0
"('10806', '10016010')",0
"('10806', '10016020')",0
"('10806', '10016030')",0
"('10806', '10016040')",0
"('10806', '10016050')",0
"('10806', '10016060')",0
"('10806', '10017010')",0
"('10806', '10017020')",0
"('10806', '10017030')",0
"('10806', '10017040')",0
"('10806', '10017050')",0
"('10806', '10017060')",0
"('10806', '10017070')",0
"('10806', '10018010')",0
"('10806', '10018020')",0
"('10806', '10018030')",0
"('10806', '10020010')",0
"('10806', '10020020')",0
"('10806', '09020010')",0
"('10806', '09020030')",0
"('10806', '09020020')",0
"('10806', '09020040')",0
"('10806', '09020050')",0
"('10806', '09020060')",0
"('10806', '09007010')",0
"('10806', '09007020')",0
"('10806', '09007030')",0
"('10806', '09007040')",0
"('10807', '65000010')",0
"('10807', '65000020')",0
"('10807', '65000030')",0
"('10807', '65000040')",0
"('10807', '65000050')",0
"('10807', '65000060')",0
"('10807', '65000070')",0
"('10807', '65000080')",0
"('10807', '65000090')",0
"('10807', '65000100')",0
"('10807', '65000110')",0
"('10807', '65000120')",0
"('10807', '65000130')",0
"('10807', '65000140')",0
"('10807', '65000150')",0
"('10807', '65000160')",0
"('10807', '65000170')",0
"('10807', '65000180')",0
"('10807', '65000190')",0
"('10807', '65000200')",0
"('10807', '65000210')",0
"('10807', '65000220')",0
"('10807', '65000230')",0
"('10807', '65000240')",0
"('10807', '65000250')",0
"('10807', '65000260')",0
"('10807', '65000270')",0
"('10807', '65000280')",0
"('10807', '65000290')",0
"('10807', '63000010')",0
"('10807', '63000020')",0
"('10807', '63000030')",0
"('10807', '63000040')",0
"('10807', '63000050')",0
"('10807', '63000060')",0
"('10807', '63000070')",0
"('10807', '63000080')",0
"('10807', '63000090')",0
"('10807', '63000100')",0
"('10807', '63000110')",0
"('10807', '63000120')",0
"('10807', '68000010')",0
"('10807', '68000020')",0
"('10807', '68000030')",0
"('10807', '68000040')",0
"('10807', '68000050')",0
"('10807', '68000060')",0
"('10807', '68000070')",0
"('10807', '68000080')",0
"('10807', '68000090')",0
"('10807', '68000100')",0
"('10807', '68000110')",0
"('10807', '68000120')",0
"('10807', '68000130')",0
"('10807', '66000010')",0
"('10807', '66000020')",0
"('10807', '66000030')",0
"('10807', '66000040')",0
"('10807', '66000050')",0
"('10807', '66000060')",0
"('10807', '66000070')",0
"('10807', '66000080')",0
"('10807', '66000090')",0
"('10807', '66000100')",0
"('10807', '66000110')",0
"('10807', '66000120')",0
"('10807', '66000130')",0
"('10807', '66000140')",0
"('10807', '66000150')",0
"('10807', '66000160')",0
"('10807', '66000170')",0
"('10807', '66000180')",0
"('10807', '66000190')",0
"('10807', '66000200')",0
"('10807', '66000210')",0
"('10807', '66000220')",0
"('10807', '66000230')",0
"('10807', '66000240')",0
"('10807', '66000250')",0
"('10807', '66000260')",0
"('10807', '66000270')",0
"('10807', '66000280')",0
"('10807', '66000290')",0
"('10807', '67000010')",0
"('10807', '67000020')",0
"('10807', '67000030')",0
"('10807', '67000040')",0
"('10807', '67000050')",0
"('10807', '67000060')",0
"('10807', '67000070')",0
"('10807', '67000080')",0
"('10807', '67000090')",0
"('10807', '67000100')",0
"('10807', '67000110')",0
"('10807', '67000120')",0
"('10807', '67000130')",0
"('10807', '67000140')",0
"('10807', '67000150')",0
"('10807', '67000160')",0
"('10807', '67000170')",0
"('10807', '67000180')",0
"('10807', '67000190')",0
"('10807', '67000200')",0
"('10807', '67000210')",0
"('10807', '67000220')",0
"('10807', '67000230')",0
"('10807', '67000240')",0
"('10807', '67000250')",0
"('10807', '67000260')",0
"('10807', '67000270')",0
"('10807', '67000280')",0
"('10807', '67000290')",0
"('10807', '67000300')",0
"('10807', '67000310')",0
"('10807', '67000320')",0
"('10807', '67000330')",0
"('10807', '67000340')",0
"('10807', '67000350')",0
"('10807', '67000360')",0
"('10807', '67000370')",0
"('10807', '64000010')",0
"('10807', '64000020')",0
"('10807', '64000030')",0
"('10807', '64000040')",0
"('10807', '64000051')",0
"('10807', '64000052')",0
"('10807', '64000060')",0
"('10807', '64000070')",0
"('10807', '64000080')",0
"('10807', '64000090')",0
"('10807', '64000100')",0
"('10807', '64000110')",0
"('10807', '64000121')",0
"('10807', '64000122')",0
"('10807', '64000130')",0
"('10807', '64000140')",0
"('10807', '64000150')",0
"('10807', '64000160')",0
"('10807', '64000170')",0
"('10807', '64000180')",0
"('10807', '64000190')",0
"('10807', '64000200')",0
"('10807', '64000210')",0
"('10807', '64000220')",0
"('10807', '64000230')",0
"('10807', '64000240')",0
"('10807', '64000250')",0
"('10807', '64000260')",0
"('10807', '64000270')",0
"('10807', '64000280')",0
"('10807', '64000290')",0
"('10807', '64000300')",0
"('10807', '64000310')",0
"('10807', '64000320')",0
"('10807', '64000330')",0
"('10807', '64000340')",0
"('10807', '64000350')",0
"('10807', '64000360')",0
"('10807', '64000370')",0
"('10807', '64000380')",0
"('10807', '10002010')",0
"('10807', '10002020')",0
"('10807', '10002030')",0
"('10807', '10002040')",0
"('10807', '10002050')",0
"('10807', '10002060')",0
"('10807', '10002070')",0
"('10807', '10002080')",0
"('10807', '10002090')",0
"('10807', '10002100')",0
"('10807', '10002110')",0
"('10807', '10002120')",0
"('10807', '10004010')",0
"('10807', '10004040')",0
"('10807', '10004030')",0
"('10807', '10004020')",0
"('10807', '10004050')",0
"('10807', '10004080')",0
"('10807', '10004060')",0
"('10807', '10004070')",0
"('10807', '10004100')",0
"('10807', '10004090')",0
"('10807', '10004110')",0
"('10807', '10004120')",0
"('10807', '10004130')",0
"('10807', '10005010')",0
"('10807', '10005050')",0
"('10807', '10005020')",0
"('10807', '10005030')",0
"('10807', '10005040')",0
"('10807', '10005060')",0
"('10807', '10005070')",0
"('10807', '10005080')",0
"('10807', '10005090')",0
"('10807', '10005100')",0
"('10807', '10005110')",0
"('10807', '10005120')",0
"('10807', '10005130')",0
"('10807', '10005140')",0
"('10807', '10005150')",0
"('10807', '10005160')",0
"('10807', '10005170')",0
"('10807', '10005180')",0
"('10807', '10007010')",0
"('10807', '10007100')",0
"('10807', '10007020')",0
"('10807', '10007030')",0
"('10807', '10007190')",0
"('10807', '10007110')",0
"('10807', '10007120')",0
"('10807', '10007200')",0
"('10807', '10007040')",0
"('10807', '10007050')",0
"('10807', '10007060')",0
"('10807', '10007070')",0
"('10807', '10007080')",0
"('10807', '10007090')",0
"('10807', '10007130')",0
"('10807', '10007140')",0
"('10807', '10007150')",0
"('10807', '10007160')",0
"('10807', '10007170')",0
"('10807', '10007180')",0
"('10807', '10007210')",0
"('10807', '10007220')",0
"('10807', '10007230')",0
"('10807', '10007240')",0
"('10807', '10007250')",0
"('10807', '10007260')",0
"('10807', '10008010')",0
"('10807', '10008020')",0
"('10807', '10008030')",0
"('10807', '10008040')",0
"('10807', '10008050')",0
"('10807', '10008060')",0
"('10807', '10008070')",0
"('10807', '10008080')",0
"('10807', '10008090')",0
"('10807', '10008100')",0
"('10807', '10008110')",0
"('10807', '10008120')",0
"('10807', '10008130')",0
"('10807', '10009010')",0
"('10807', '10009020')",0
"('10807', '10009030')",0
"('10807', '10009040')",0
"('10807', '10009050')",0
"('10807', '10009060')",0
"('10807', '10009070')",0
"('10807', '10009080')",0
"('10807', '10009090')",0
"('10807', '10009100')",0
"('10807', '10009110')",0
"('10807', '10009120')",0
"('10807', '10009130')",0
"('10807', '10009140')",0
"('10807', '10009150')",0
"('10807', '10009160')",0
"('10807', '10009170')",0
"('10807', '10009180')",0
"('10807', '10009190')",0
"('10807', '10009200')",0
"('10807', '10010010')",0
"('10807', '10010020')",0
"('10807', '10010030')",0
"('10807', '10010040')",0
"('10807', '10010050')",0
"('10807', '10010060')",0
"('10807', '10010070')",0
"('10807', '10010080')",0
"('10807', '10010090')",0
"('10807', '10010100')",0
